continent,location,date,population,new_vaccinations,Rolling_People_Vaccinated
Asia,Afghanistan,2021-05-27,39835428,2859,2859
Asia,Afghanistan,2021-06-03,39835428,4015,6874
Asia,Afghanistan,2022-01-27,39835428,6868,13742
Asia,Afghanistan,2022-04-27,39835428,383,14125
Europe,Albania,2021-01-13,2872934,60,60
Europe,Albania,2021-01-14,2872934,78,138
Europe,Albania,2021-01-15,2872934,42,180
Europe,Albania,2021-01-16,2872934,61,241
Europe,Albania,2021-01-17,2872934,36,277
Europe,Albania,2021-01-18,2872934,42,319
Europe,Albania,2021-01-19,2872934,36,355
Europe,Albania,2021-01-20,2872934,36,391
Europe,Albania,2021-01-21,2872934,30,421
Europe,Albania,2021-02-18,2872934,1348,1769
Europe,Albania,2021-02-19,2872934,1128,2897
Europe,Albania,2021-03-23,2872934,3461,6358
Europe,Albania,2021-03-24,2872934,2302,8660
Europe,Albania,2021-03-25,2872934,5356,14016
Europe,Albania,2021-03-26,2872934,2900,16916
Europe,Albania,2021-03-27,2872934,1827,18743
Europe,Albania,2021-03-28,2872934,13925,32668
Europe,Albania,2021-03-31,2872934,19525,52193
Europe,Albania,2021-04-01,2872934,16617,68810
Europe,Albania,2021-04-02,2872934,17023,85833
Europe,Albania,2021-04-03,2872934,13010,98843
Europe,Albania,2021-04-04,2872934,7386,106229
Europe,Albania,2021-04-05,2872934,13826,120055
Europe,Albania,2021-04-06,2872934,14880,134935
Europe,Albania,2021-04-07,2872934,10791,145726
Europe,Albania,2021-04-08,2872934,10163,155889
Europe,Albania,2021-04-09,2872934,8134,164023
Europe,Albania,2021-04-10,2872934,6134,170157
Europe,Albania,2021-04-13,2872934,13685,183842
Europe,Albania,2021-04-16,2872934,10134,193976
Europe,Albania,2021-04-17,2872934,10218,204194
Europe,Albania,2021-04-18,2872934,8065,212259
Europe,Albania,2021-04-19,2872934,13029,225288
Europe,Albania,2021-04-20,2872934,4066,229354
Europe,Albania,2021-04-21,2872934,22075,251429
Europe,Albania,2021-04-22,2872934,10923,262352
Europe,Albania,2021-04-23,2872934,8353,270705
Europe,Albania,2021-04-24,2872934,8713,279418
Europe,Albania,2021-04-27,2872934,8236,287654
Europe,Albania,2021-04-28,2872934,16773,304427
Europe,Albania,2021-04-29,2872934,19620,324047
Europe,Albania,2021-04-30,2872934,23655,347702
Europe,Albania,2021-05-01,2872934,17125,364827
Europe,Albania,2021-05-04,2872934,19886,384713
Europe,Albania,2021-05-05,2872934,19197,403910
Europe,Albania,2021-05-06,2872934,15642,419552
Europe,Albania,2021-05-07,2872934,13467,433019
Europe,Albania,2021-05-08,2872934,11073,444092
Europe,Albania,2021-05-09,2872934,3234,447326
Europe,Albania,2021-05-10,2872934,12959,460285
Europe,Albania,2021-05-11,2872934,9548,469833
Europe,Albania,2021-05-12,2872934,10169,480002
Europe,Albania,2021-05-13,2872934,5662,485664
Europe,Albania,2021-05-14,2872934,14992,500656
Europe,Albania,2021-05-18,2872934,8864,509520
Europe,Albania,2021-05-19,2872934,8864,518384
Europe,Albania,2021-05-20,2872934,5932,524316
Europe,Albania,2021-05-21,2872934,5103,529419
Europe,Albania,2021-05-24,2872934,8519,537938
Europe,Albania,2021-05-27,2872934,10057,547995
Europe,Albania,2021-05-31,2872934,4257,552252
Europe,Albania,2021-06-01,2872934,3881,556133
Europe,Albania,2021-06-07,2872934,5058,561191
Europe,Albania,2021-06-08,2872934,6310,567501
Europe,Albania,2021-06-09,2872934,6564,574065
Europe,Albania,2021-06-10,2872934,6497,580562
Europe,Albania,2021-06-11,2872934,7228,587790
Europe,Albania,2021-06-12,2872934,4587,592377
Europe,Albania,2021-06-13,2872934,1562,593939
Europe,Albania,2021-06-14,2872934,6105,600044
Europe,Albania,2021-06-15,2872934,5895,605939
Europe,Albania,2021-06-16,2872934,5797,611736
Europe,Albania,2021-06-17,2872934,8401,620137
Europe,Albania,2021-06-21,2872934,9140,629277
Europe,Albania,2021-06-22,2872934,11377,640654
Europe,Albania,2021-06-23,2872934,11445,652099
Europe,Albania,2021-06-24,2872934,10012,662111
Europe,Albania,2021-06-29,2872934,12059,674170
Europe,Albania,2021-06-30,2872934,12536,686706
Europe,Albania,2021-07-01,2872934,6452,693158
Europe,Albania,2021-07-02,2872934,7013,700171
Europe,Albania,2021-07-05,2872934,5531,705702
Europe,Albania,2021-07-06,2872934,5982,711684
Europe,Albania,2021-07-07,2872934,5600,717284
Europe,Albania,2021-07-08,2872934,5634,722918
Europe,Albania,2021-07-09,2872934,5257,728175
Europe,Albania,2021-07-10,2872934,4854,733029
Europe,Albania,2021-07-11,2872934,1394,734423
Europe,Albania,2021-07-12,2872934,6432,740855
Europe,Albania,2021-07-13,2872934,6433,747288
Europe,Albania,2021-07-14,2872934,7832,755120
Europe,Albania,2021-07-15,2872934,8609,763729
Europe,Albania,2021-07-16,2872934,7934,771663
Europe,Albania,2021-07-17,2872934,7093,778756
Europe,Albania,2021-07-18,2872934,2230,780986
Europe,Albania,2021-07-21,2872934,13029,794015
Europe,Albania,2021-07-22,2872934,14332,808347
Europe,Albania,2021-07-30,2872934,11078,819425
Europe,Albania,2021-07-31,2872934,8086,827511
Europe,Albania,2021-08-01,2872934,4154,831665
Europe,Albania,2021-08-02,2872934,9674,841339
Europe,Albania,2021-08-03,2872934,8879,850218
Europe,Albania,2021-08-04,2872934,7765,857983
Europe,Albania,2021-08-05,2872934,8631,866614
Europe,Albania,2021-08-16,2872934,9556,876170
Europe,Albania,2021-08-17,2872934,9585,885755
Europe,Albania,2021-08-22,2872934,3414,889169
Europe,Albania,2021-08-23,2872934,9950,899119
Europe,Albania,2021-08-24,2872934,9677,908796
Europe,Albania,2021-08-25,2872934,9263,918059
Europe,Albania,2021-08-26,2872934,10254,928313
Europe,Albania,2021-08-27,2872934,12070,940383
Europe,Albania,2021-08-30,2872934,13284,953667
Europe,Albania,2021-08-31,2872934,14268,967935
Europe,Albania,2021-09-01,2872934,12934,980869
Europe,Albania,2021-09-02,2872934,14648,995517
Europe,Albania,2021-09-07,2872934,14394,1009911
Europe,Albania,2021-09-08,2872934,13687,1023598
Europe,Albania,2021-09-09,2872934,12089,1035687
Europe,Albania,2021-09-10,2872934,10173,1045860
Europe,Albania,2021-09-11,2872934,8621,1054481
Europe,Albania,2021-09-12,2872934,3356,1057837
Europe,Albania,2021-09-13,2872934,8605,1066442
Europe,Albania,2021-09-14,2872934,7954,1074396
Europe,Albania,2021-09-15,2872934,7525,1081921
Europe,Albania,2021-09-16,2872934,7350,1089271
Europe,Albania,2021-09-17,2872934,7253,1096524
Europe,Albania,2021-09-20,2872934,7711,1104235
Europe,Albania,2021-09-21,2872934,7995,1112230
Europe,Albania,2021-09-22,2872934,8503,1120733
Europe,Albania,2021-09-23,2872934,9551,1130284
Europe,Albania,2021-09-24,2872934,9911,1140195
Europe,Albania,2021-09-28,2872934,8863,1149058
Europe,Albania,2021-09-29,2872934,8553,1157611
Europe,Albania,2021-09-30,2872934,8824,1166435
Europe,Albania,2021-10-01,2872934,7733,1174168
Europe,Albania,2021-10-02,2872934,6934,1181102
Europe,Albania,2021-10-05,2872934,6828,1187930
Europe,Albania,2021-10-06,2872934,6551,1194481
Europe,Albania,2021-10-07,2872934,5891,1200372
Europe,Albania,2021-10-08,2872934,5608,1205980
Europe,Albania,2021-10-09,2872934,5759,1211739
Europe,Albania,2021-10-12,2872934,6634,1218373
Europe,Albania,2021-10-13,2872934,6147,1224520
Europe,Albania,2021-10-18,2872934,5805,1230325
Europe,Albania,2021-10-19,2872934,5973,1236298
Europe,Albania,2021-10-20,2872934,5981,1242279
Europe,Albania,2021-10-21,2872934,5720,1247999
Europe,Albania,2021-10-22,2872934,5607,1253606
Europe,Albania,2021-10-25,2872934,5488,1259094
Europe,Albania,2021-10-28,2872934,5611,1264705
Europe,Albania,2021-10-29,2872934,5172,1269877
Europe,Albania,2021-11-07,2872934,2472,1272349
Europe,Albania,2021-11-10,2872934,8614,1280963
Europe,Albania,2021-11-11,2872934,8258,1289221
Europe,Albania,2021-11-17,2872934,8607,1297828
Europe,Albania,2021-11-18,2872934,8205,1306033
Europe,Albania,2021-11-25,2872934,7112,1313145
Europe,Albania,2021-12-01,2872934,10758,1323903
Europe,Albania,2021-12-06,2872934,9202,1333105
Europe,Albania,2021-12-07,2872934,10133,1343238
Europe,Albania,2021-12-08,2872934,5009,1348247
Europe,Albania,2021-12-13,2872934,9944,1358191
Europe,Albania,2021-12-14,2872934,10313,1368504
Europe,Albania,2021-12-15,2872934,9865,1378369
Europe,Albania,2022-01-05,2872934,11284,1389653
Europe,Albania,2022-01-11,2872934,9006,1398659
Europe,Albania,2022-02-07,2872934,5146,1403805
Europe,Albania,2022-02-14,2872934,3966,1407771
Europe,Albania,2022-02-15,2872934,3891,1411662
Europe,Albania,2022-02-16,2872934,3488,1415150
Europe,Albania,2022-03-15,2872934,2541,1417691
Africa,Algeria,2021-01-30,44616626,30,30
Africa,Algeria,2021-11-22,44616626,23526,23556
Africa,Algeria,2021-11-30,44616626,147230,170786
Europe,Andorra,2021-04-05,77354,2829,2829
Europe,Andorra,2021-04-12,77354,1973,4802
North America,Anguilla,2021-02-14,15125,1421,1421
North America,Antigua and Barbuda,2021-04-17,98728,225,225
North America,Antigua and Barbuda,2021-05-26,98728,2221,2446
North America,Antigua and Barbuda,2021-05-27,98728,1709,4155
North America,Antigua and Barbuda,2021-06-07,98728,1686,5841
North America,Antigua and Barbuda,2021-07-09,98728,260,6101
North America,Antigua and Barbuda,2021-07-21,98728,114,6215
North America,Antigua and Barbuda,2021-07-22,98728,1325,7540
North America,Antigua and Barbuda,2021-07-29,98728,135,7675
North America,Antigua and Barbuda,2021-08-31,98728,432,8107
North America,Antigua and Barbuda,2022-03-01,98728,305,8412
South America,Argentina,2020-12-30,45605823,20102,20102
South America,Argentina,2020-12-31,45605823,2806,22908
South America,Argentina,2021-01-01,45605823,127,23035
South America,Argentina,2021-01-02,45605823,3312,26347
South America,Argentina,2021-01-03,45605823,442,26789
South America,Argentina,2021-01-04,45605823,10460,37249
South America,Argentina,2021-01-05,45605823,10726,47975
South America,Argentina,2021-01-06,45605823,10108,58083
South America,Argentina,2021-01-07,45605823,18222,76305
South America,Argentina,2021-01-08,45605823,27883,104188
South America,Argentina,2021-01-09,45605823,10209,114397
South America,Argentina,2021-01-10,45605823,1175,115572
South America,Argentina,2021-01-11,45605823,19824,135396
South America,Argentina,2021-01-12,45605823,19389,154785
South America,Argentina,2021-01-13,45605823,16766,171551
South America,Argentina,2021-01-14,45605823,16645,188196
South America,Argentina,2021-01-15,45605823,17439,205635
South America,Argentina,2021-01-16,45605823,5883,211518
South America,Argentina,2021-01-17,45605823,1062,212580
South America,Argentina,2021-01-18,45605823,9832,222412
South America,Argentina,2021-01-19,45605823,13246,235658
South America,Argentina,2021-01-20,45605823,19423,255081
South America,Argentina,2021-01-21,45605823,14116,269197
South America,Argentina,2021-01-22,45605823,9218,278415
South America,Argentina,2021-01-23,45605823,3945,282360
South America,Argentina,2021-01-24,45605823,303,282663
South America,Argentina,2021-01-25,45605823,14210,296873
South America,Argentina,2021-01-26,45605823,12808,309681
South America,Argentina,2021-01-27,45605823,10105,319786
South America,Argentina,2021-01-28,45605823,16049,335835
South America,Argentina,2021-01-29,45605823,23498,359333
South America,Argentina,2021-01-30,45605823,9312,368645
South America,Argentina,2021-01-31,45605823,624,369269
South America,Argentina,2021-02-01,45605823,19522,388791
South America,Argentina,2021-02-02,45605823,23872,412663
South America,Argentina,2021-02-03,45605823,26610,439273
South America,Argentina,2021-02-04,45605823,28122,467395
South America,Argentina,2021-02-05,45605823,33029,500424
South America,Argentina,2021-02-06,45605823,10926,511350
South America,Argentina,2021-02-07,45605823,1383,512733
South America,Argentina,2021-02-08,45605823,23419,536152
South America,Argentina,2021-02-09,45605823,20196,556348
South America,Argentina,2021-02-10,45605823,15622,571970
South America,Argentina,2021-02-11,45605823,17851,589821
South America,Argentina,2021-02-12,45605823,15830,605651
South America,Argentina,2021-02-13,45605823,3036,608687
South America,Argentina,2021-02-14,45605823,152,608839
South America,Argentina,2021-02-15,45605823,1316,610155
South America,Argentina,2021-02-16,45605823,1311,611466
South America,Argentina,2021-02-17,45605823,24390,635856
South America,Argentina,2021-02-18,45605823,63816,699672
South America,Argentina,2021-02-19,45605823,67874,767546
South America,Argentina,2021-02-20,45605823,32615,800161
South America,Argentina,2021-02-21,45605823,20175,820336
South America,Argentina,2021-02-22,45605823,67542,887878
South America,Argentina,2021-02-23,45605823,86936,974814
South America,Argentina,2021-02-24,45605823,93783,1068597
South America,Argentina,2021-02-25,45605823,79493,1148090
South America,Argentina,2021-02-26,45605823,81668,1229758
South America,Argentina,2021-02-27,45605823,17884,1247642
South America,Argentina,2021-02-28,45605823,6120,1253762
South America,Argentina,2021-03-01,45605823,74545,1328307
South America,Argentina,2021-03-02,45605823,75598,1403905
South America,Argentina,2021-03-03,45605823,71451,1475356
South America,Argentina,2021-03-04,45605823,112057,1587413
South America,Argentina,2021-03-05,45605823,111727,1699140
South America,Argentina,2021-03-06,45605823,54933,1754073
South America,Argentina,2021-03-07,45605823,11786,1765859
South America,Argentina,2021-03-08,45605823,102470,1868329
South America,Argentina,2021-03-09,45605823,115784,1984113
South America,Argentina,2021-03-10,45605823,163946,2148059
South America,Argentina,2021-03-11,45605823,186812,2334871
South America,Argentina,2021-03-12,45605823,161625,2496496
South America,Argentina,2021-03-13,45605823,46381,2542877
South America,Argentina,2021-03-14,45605823,9168,2552045
South America,Argentina,2021-03-15,45605823,137574,2689619
South America,Argentina,2021-03-16,45605823,133705,2823324
South America,Argentina,2021-03-17,45605823,139548,2962872
South America,Argentina,2021-03-18,45605823,138926,3101798
South America,Argentina,2021-03-19,45605823,126165,3227963
South America,Argentina,2021-03-20,45605823,50862,3278825
South America,Argentina,2021-03-21,45605823,19626,3298451
South America,Argentina,2021-03-22,45605823,83035,3381486
South America,Argentina,2021-03-23,45605823,106446,3487932
South America,Argentina,2021-03-24,45605823,37456,3525388
South America,Argentina,2021-03-25,45605823,103173,3628561
South America,Argentina,2021-03-26,45605823,93546,3722107
South America,Argentina,2021-03-27,45605823,55077,3777184
South America,Argentina,2021-03-28,45605823,20816,3798000
South America,Argentina,2021-03-29,45605823,120181,3918181
South America,Argentina,2021-03-30,45605823,162998,4081179
South America,Argentina,2021-03-31,45605823,174909,4256088
South America,Argentina,2021-04-01,45605823,117120,4373208
South America,Argentina,2021-04-02,45605823,68143,4441351
South America,Argentina,2021-04-03,45605823,74488,4515839
South America,Argentina,2021-04-04,45605823,48477,4564316
South America,Argentina,2021-04-05,45605823,165968,4730284
South America,Argentina,2021-04-06,45605823,193968,4924252
South America,Argentina,2021-04-07,45605823,238375,5162627
South America,Argentina,2021-04-08,45605823,235908,5398535
South America,Argentina,2021-04-09,45605823,240365,5638900
South America,Argentina,2021-04-10,45605823,92929,5731829
South America,Argentina,2021-04-11,45605823,48308,5780137
South America,Argentina,2021-04-12,45605823,181780,5961917
South America,Argentina,2021-04-13,45605823,186016,6147933
South America,Argentina,2021-04-14,45605823,171642,6319575
South America,Argentina,2021-04-15,45605823,151052,6470627
South America,Argentina,2021-04-16,45605823,123689,6594316
South America,Argentina,2021-04-17,45605823,45704,6640020
South America,Argentina,2021-04-18,45605823,19901,6659921
South America,Argentina,2021-04-19,45605823,90458,6750379
South America,Argentina,2021-04-20,45605823,122693,6873072
South America,Argentina,2021-04-21,45605823,173926,7046998
South America,Argentina,2021-04-22,45605823,178129,7225127
South America,Argentina,2021-04-23,45605823,194516,7419643
South America,Argentina,2021-04-24,45605823,92215,7511858
South America,Argentina,2021-04-25,45605823,49313,7561171
South America,Argentina,2021-04-26,45605823,172097,7733268
South America,Argentina,2021-04-27,45605823,153697,7886965
South America,Argentina,2021-04-28,45605823,158957,8045922
South America,Argentina,2021-04-29,45605823,156219,8202141
South America,Argentina,2021-04-30,45605823,114918,8317059
South America,Argentina,2021-05-01,45605823,20296,8337355
South America,Argentina,2021-05-02,45605823,40162,8377517
South America,Argentina,2021-05-03,45605823,174660,8552177
South America,Argentina,2021-05-04,45605823,231992,8784169
South America,Argentina,2021-05-05,45605823,244899,9029068
South America,Argentina,2021-05-06,45605823,202744,9231812
South America,Argentina,2021-05-07,45605823,205288,9437100
South America,Argentina,2021-05-08,45605823,74264,9511364
South America,Argentina,2021-05-09,45605823,18686,9530050
South America,Argentina,2021-05-10,45605823,141621,9671671
South America,Argentina,2021-05-11,45605823,140389,9812060
South America,Argentina,2021-05-12,45605823,197541,10009601
South America,Argentina,2021-05-13,45605823,192079,10201680
South America,Argentina,2021-05-14,45605823,196435,10398115
South America,Argentina,2021-05-15,45605823,95057,10493172
South America,Argentina,2021-05-16,45605823,67591,10560763
South America,Argentina,2021-05-17,45605823,186924,10747687
South America,Argentina,2021-05-18,45605823,198093,10945780
South America,Argentina,2021-05-19,45605823,167654,11113434
South America,Argentina,2021-05-20,45605823,182502,11295936
South America,Argentina,2021-05-21,45605823,177204,11473140
South America,Argentina,2021-05-22,45605823,100428,11573568
South America,Argentina,2021-05-23,45605823,45251,11618819
South America,Argentina,2021-05-24,45605823,88354,11707173
South America,Argentina,2021-05-25,45605823,63405,11770578
South America,Argentina,2021-05-26,45605823,153016,11923594
South America,Argentina,2021-05-27,45605823,169333,12092927
South America,Argentina,2021-05-28,45605823,245980,12338907
South America,Argentina,2021-05-29,45605823,227437,12566344
South America,Argentina,2021-05-30,45605823,128810,12695154
South America,Argentina,2021-05-31,45605823,298894,12994048
South America,Argentina,2021-06-01,45605823,314814,13308862
South America,Argentina,2021-06-02,45605823,309214,13618076
South America,Argentina,2021-06-03,45605823,349506,13967582
South America,Argentina,2021-06-04,45605823,408003,14375585
South America,Argentina,2021-06-05,45605823,326745,14702330
South America,Argentina,2021-06-06,45605823,217284,14919614
South America,Argentina,2021-06-07,45605823,353022,15272636
South America,Argentina,2021-06-08,45605823,369781,15642417
South America,Argentina,2021-06-09,45605823,372269,16014686
South America,Argentina,2021-06-10,45605823,334919,16349605
South America,Argentina,2021-06-11,45605823,366690,16716295
South America,Argentina,2021-06-12,45605823,185011,16901306
South America,Argentina,2021-06-13,45605823,82643,16983949
South America,Argentina,2021-06-14,45605823,237880,17221829
South America,Argentina,2021-06-15,45605823,257661,17479490
South America,Argentina,2021-06-16,45605823,286768,17766258
South America,Argentina,2021-06-17,45605823,314298,18080556
South America,Argentina,2021-06-18,45605823,399150,18479706
South America,Argentina,2021-06-19,45605823,232533,18712239
South America,Argentina,2021-06-20,45605823,99197,18811436
South America,Argentina,2021-06-21,45605823,169641,18981077
South America,Argentina,2021-06-22,45605823,287738,19268815
South America,Argentina,2021-06-23,45605823,263059,19531874
South America,Argentina,2021-06-24,45605823,304430,19836304
South America,Argentina,2021-06-25,45605823,376550,20212854
South America,Argentina,2021-06-26,45605823,316022,20528876
South America,Argentina,2021-06-27,45605823,176172,20705048
South America,Argentina,2021-06-28,45605823,372901,21077949
South America,Argentina,2021-06-29,45605823,374325,21452274
South America,Argentina,2021-06-30,45605823,375612,21827886
South America,Argentina,2021-07-01,45605823,431801,22259687
South America,Argentina,2021-07-02,45605823,415504,22675191
South America,Argentina,2021-07-03,45605823,336539,23011730
South America,Argentina,2021-07-04,45605823,196437,23208167
South America,Argentina,2021-07-05,45605823,409705,23617872
South America,Argentina,2021-07-06,45605823,416734,24034606
South America,Argentina,2021-07-07,45605823,403976,24438582
South America,Argentina,2021-07-08,45605823,410363,24848945
South America,Argentina,2021-07-09,45605823,357439,25206384
South America,Argentina,2021-07-10,45605823,331787,25538171
South America,Argentina,2021-07-11,45605823,165522,25703693
South America,Argentina,2021-07-12,45605823,387019,26090712
South America,Argentina,2021-07-13,45605823,393486,26484198
South America,Argentina,2021-07-14,45605823,398232,26882430
South America,Argentina,2021-07-15,45605823,399811,27282241
South America,Argentina,2021-07-16,45605823,456168,27738409
South America,Argentina,2021-07-17,45605823,322400,28060809
South America,Argentina,2021-07-18,45605823,168144,28228953
South America,Argentina,2021-07-19,45605823,418584,28647537
South America,Argentina,2021-07-20,45605823,448362,29095899
South America,Argentina,2021-07-21,45605823,419819,29515718
South America,Argentina,2021-07-22,45605823,386729,29902447
South America,Argentina,2021-07-23,45605823,407473,30309920
South America,Argentina,2021-07-24,45605823,237495,30547415
South America,Argentina,2021-07-25,45605823,133828,30681243
South America,Argentina,2021-07-26,45605823,407547,31088790
South America,Argentina,2021-07-27,45605823,428014,31516804
South America,Argentina,2021-07-28,45605823,459892,31976696
South America,Argentina,2021-07-29,45605823,424827,32401523
South America,Argentina,2021-07-30,45605823,426836,32828359
South America,Argentina,2021-07-31,45605823,274543,33102902
South America,Argentina,2021-08-01,45605823,167343,33270245
South America,Argentina,2021-08-02,45605823,416950,33687195
South America,Argentina,2021-08-03,45605823,407847,34095042
South America,Argentina,2021-08-04,45605823,417188,34512230
South America,Argentina,2021-08-05,45605823,430190,34942420
South America,Argentina,2021-08-06,45605823,413776,35356196
South America,Argentina,2021-08-07,45605823,278052,35634248
South America,Argentina,2021-08-08,45605823,161637,35795885
South America,Argentina,2021-08-09,45605823,390721,36186606
South America,Argentina,2021-08-10,45605823,370231,36556837
South America,Argentina,2021-08-11,45605823,412536,36969373
South America,Argentina,2021-08-12,45605823,392222,37361595
South America,Argentina,2021-08-13,45605823,416525,37778120
South America,Argentina,2021-08-14,45605823,256184,38034304
South America,Argentina,2021-08-15,45605823,162417,38196721
South America,Argentina,2021-08-16,45605823,190863,38387584
South America,Argentina,2021-08-17,45605823,439570,38827154
South America,Argentina,2021-08-18,45605823,434990,39262144
South America,Argentina,2021-08-19,45605823,425843,39687987
South America,Argentina,2021-08-20,45605823,435848,40123835
South America,Argentina,2021-08-21,45605823,257134,40380969
South America,Argentina,2021-08-22,45605823,169974,40550943
South America,Argentina,2021-08-23,45605823,408268,40959211
South America,Argentina,2021-08-24,45605823,448713,41407924
South America,Argentina,2021-08-25,45605823,426341,41834265
South America,Argentina,2021-08-26,45605823,442376,42276641
South America,Argentina,2021-08-27,45605823,467302,42743943
South America,Argentina,2021-08-28,45605823,243452,42987395
South America,Argentina,2021-08-29,45605823,168739,43156134
South America,Argentina,2021-08-30,45605823,417509,43573643
South America,Argentina,2021-08-31,45605823,459663,44033306
South America,Argentina,2021-09-01,45605823,455454,44488760
South America,Argentina,2021-09-02,45605823,447801,44936561
South America,Argentina,2021-09-03,45605823,434381,45370942
South America,Argentina,2021-09-04,45605823,295873,45666815
South America,Argentina,2021-09-05,45605823,196557,45863372
South America,Argentina,2021-09-06,45605823,441229,46304601
South America,Argentina,2021-09-07,45605823,463234,46767835
South America,Argentina,2021-09-08,45605823,373565,47141400
South America,Argentina,2021-09-09,45605823,397480,47538880
South America,Argentina,2021-09-10,45605823,342143,47881023
South America,Argentina,2021-09-11,45605823,198674,48079697
South America,Argentina,2021-09-12,45605823,9739,48089436
South America,Argentina,2021-09-13,45605823,302346,48391782
South America,Argentina,2021-09-14,45605823,279458,48671240
South America,Argentina,2021-09-15,45605823,330170,49001410
South America,Argentina,2021-09-16,45605823,361115,49362525
South America,Argentina,2021-09-17,45605823,362480,49725005
South America,Argentina,2021-09-18,45605823,221094,49946099
South America,Argentina,2021-09-19,45605823,137491,50083590
South America,Argentina,2021-09-20,45605823,345611,50429201
South America,Argentina,2021-09-21,45605823,309212,50738413
South America,Argentina,2021-09-22,45605823,328309,51066722
South America,Argentina,2021-09-23,45605823,311305,51378027
South America,Argentina,2021-09-24,45605823,261093,51639120
South America,Argentina,2021-09-25,45605823,128111,51767231
South America,Argentina,2021-09-26,45605823,87979,51855210
South America,Argentina,2021-09-27,45605823,282333,52137543
South America,Argentina,2021-09-28,45605823,300599,52438142
South America,Argentina,2021-09-29,45605823,255141,52693283
South America,Argentina,2021-09-30,45605823,336255,53029538
South America,Argentina,2021-10-01,45605823,303793,53333331
South America,Argentina,2021-10-02,45605823,178837,53512168
South America,Argentina,2021-10-03,45605823,108476,53620644
South America,Argentina,2021-10-04,45605823,229776,53850420
South America,Argentina,2021-10-05,45605823,266423,54116843
South America,Argentina,2021-10-06,45605823,247499,54364342
South America,Argentina,2021-10-07,45605823,264651,54628993
South America,Argentina,2021-10-08,45605823,121249,54750242
South America,Argentina,2021-10-09,45605823,115782,54866024
South America,Argentina,2021-10-10,45605823,78193,54944217
South America,Argentina,2021-10-11,45605823,76162,55020379
South America,Argentina,2021-10-12,45605823,346974,55367353
South America,Argentina,2021-10-13,45605823,379635,55746988
South America,Argentina,2021-10-14,45605823,424049,56171037
South America,Argentina,2021-10-15,45605823,425939,56596976
South America,Argentina,2021-10-16,45605823,253688,56850664
South America,Argentina,2021-10-17,45605823,103603,56954267
South America,Argentina,2021-10-18,45605823,422989,57377256
South America,Argentina,2021-10-19,45605823,423634,57800890
South America,Argentina,2021-10-20,45605823,414137,58215027
South America,Argentina,2021-10-21,45605823,419400,58634427
South America,Argentina,2021-10-22,45605823,463210,59097637
South America,Argentina,2021-10-23,45605823,216521,59314158
South America,Argentina,2021-10-24,45605823,145712,59459870
South America,Argentina,2021-10-25,45605823,364410,59824280
South America,Argentina,2021-10-26,45605823,408684,60232964
South America,Argentina,2021-10-27,45605823,327887,60560851
South America,Argentina,2021-10-28,45605823,352081,60912932
South America,Argentina,2021-10-29,45605823,324364,61237296
South America,Argentina,2021-10-30,45605823,129270,61366566
South America,Argentina,2021-10-31,45605823,149920,61516486
South America,Argentina,2021-11-01,45605823,298264,61814750
South America,Argentina,2021-11-02,45605823,320397,62135147
South America,Argentina,2021-11-03,45605823,349811,62484958
South America,Argentina,2021-11-04,45605823,359283,62844241
South America,Argentina,2021-11-05,45605823,310623,63154864
South America,Argentina,2021-11-06,45605823,166719,63321583
South America,Argentina,2021-11-07,45605823,127627,63449210
South America,Argentina,2021-11-08,45605823,249622,63698832
South America,Argentina,2021-11-09,45605823,351638,64050470
South America,Argentina,2021-11-10,45605823,368944,64419414
South America,Argentina,2021-11-11,45605823,381878,64801292
South America,Argentina,2021-11-12,45605823,395345,65196637
South America,Argentina,2021-11-13,45605823,189391,65386028
South America,Argentina,2021-11-14,45605823,9608,65395636
South America,Argentina,2021-11-15,45605823,336849,65732485
South America,Argentina,2021-11-16,45605823,377234,66109719
South America,Argentina,2021-11-17,45605823,366579,66476298
South America,Argentina,2021-11-18,45605823,360519,66836817
South America,Argentina,2021-11-19,45605823,389111,67225928
South America,Argentina,2021-11-20,45605823,173349,67399277
South America,Argentina,2021-11-21,45605823,93172,67492449
South America,Argentina,2021-11-22,45605823,107000,67599449
South America,Argentina,2021-11-23,45605823,335653,67935102
South America,Argentina,2021-11-24,45605823,346858,68281960
South America,Argentina,2021-11-25,45605823,319743,68601703
South America,Argentina,2021-11-26,45605823,331638,68933341
South America,Argentina,2021-11-27,45605823,156534,69089875
South America,Argentina,2021-11-28,45605823,89261,69179136
South America,Argentina,2021-11-29,45605823,356734,69535870
South America,Argentina,2021-11-30,45605823,369783,69905653
South America,Argentina,2021-12-01,45605823,378718,70284371
South America,Argentina,2021-12-02,45605823,394641,70679012
South America,Argentina,2021-12-03,45605823,314527,70993539
South America,Argentina,2021-12-04,45605823,163256,71156795
South America,Argentina,2021-12-05,45605823,96327,71253122
South America,Argentina,2021-12-06,45605823,311719,71564841
South America,Argentina,2021-12-07,45605823,334414,71899255
South America,Argentina,2021-12-08,45605823,134552,72033807
South America,Argentina,2021-12-09,45605823,300012,72333819
South America,Argentina,2021-12-10,45605823,313224,72647043
South America,Argentina,2021-12-11,45605823,154774,72801817
South America,Argentina,2021-12-12,45605823,97038,72898855
South America,Argentina,2021-12-13,45605823,324508,73223363
South America,Argentina,2021-12-14,45605823,336912,73560275
South America,Argentina,2021-12-15,45605823,380902,73941177
